CC_num,SCA_A_ID,SCA_B_ID,LpGBT_L0_ID,LpGBT_L1_ID,L0_EOM_IEO,L1_EOM_IEO,20_SCA_A_recorded_temp,20_SCA_A_slope,20_SCA_A_offset,20_SCA_A_current,20_SCA_A_date,20_SCA_B_recorded_temp,20_SCA_B_slope,20_SCA_B_offset,20_SCA_B_current,20_SCA_B_date,10_SCA_A_recorded_temp,10_SCA_A_slope,10_SCA_A_offset,10_SCA_A_current,10_SCA_A_date,10_SCA_B_recorded_temp,10_SCA_B_slope,10_SCA_B_offset,10_SCA_B_current,10_SCA_B_date,-30_SCA_A_recorded_temp,-30_SCA_A_slope,-30_SCA_A_offset,-30_SCA_A_current,-30_SCA_A_date,-30_SCA_B_recorded_temp,-30_SCA_B_slope,-30_SCA_B_offset,-30_SCA_B_current,-30_SCA_B_date,in_range
183,0xdae8,0xdb02,None,None,16.0,15.5,35.067139696345464,0.000245507691204974,-0.00013160074122686716,9.936032510433687e-05,2025-02-05 13:21:17.826234,35.067139696345464,0.000246473691536212,-0.00040316139210894164,9.831927005529905e-05,2025-02-05 13:21:17.826234,11.872663462272065,0.00024568853342876046,-0.00019609391358615946,9.928499428711753e-05,2025-02-05 13:40:53.830195,11.872663462272065,0.00024622157923138445,-0.00040580581258764514,9.835115856235192e-05,2025-02-05 13:40:53.830195,-28.110170138094148,0.0002459458342975556,-0.00024211849480260117,9.896907107077116e-05,2025-02-05 14:45:45.760478,-28.110170138094148,0.00024589086150902717,-0.00040974809774946275,9.832228281911186e-05,2025-02-05 14:45:45.760478,True
184,0xd72a,0xd741,None,None,15.0,19.0,31.013580529488067,0.00024497182404693157,-0.0012414580596602498,9.150018684569814e-05,2025-02-06 09:58:24.141384,31.013580529488067,0.00024574491304950536,-0.0006658855490534465,0.00010377025052871147,2025-02-06 09:58:24.141384,11.811245899137866,0.00024508771472123544,-0.001143781017684864,9.158909420340343e-05,2025-02-06 10:14:05.613531,11.811245899137866,0.00024546800246279737,-0.0006252194505944608,0.00010412563730938984,2025-02-06 10:14:05.613531,-28.190280003051804,0.00024539731627004825,-0.0011768100525093028,9.149752081009481e-05,2025-02-06 10:43:25.358356,-28.190280003051804,0.0002445306411996141,-0.0006516149196594268,0.00010457777771193219,2025-02-06 10:43:25.358356,True
185,0xd66b,0xd679,None,None,20.0,11.0,31.013580529488067,0.0002497273510145848,-0.0011652410749066755,0.00010190775372932815,2025-02-06 09:58:24.145005,31.013580529488067,0.00024582417413606484,-0.0009194370886619896,9.849231433707403e-05,2025-02-06 09:58:24.145005,11.811245899137866,0.00024967057217809105,-0.0011911121704922256,0.00010196342752286355,2025-02-06 10:14:05.618207,11.811245899137866,0.0002449276969018693,-0.000904718506852864,9.857803899394783e-05,2025-02-06 10:14:05.618207,-28.190280003051804,0.0002491804767700541,-0.0012728129181686088,0.00010188374638384442,2025-02-06 10:43:25.363566,-28.190280003051804,0.00024258155536979593,-0.0008165246361529488,9.859615744284609e-05,2025-02-06 10:43:25.363566,False
186,0xd8b2,0xd8cb,None,None,15.0,18.0,31.013580529488067,0.0002450483595034342,-0.0013539813015378543,0.0009949553721852913,2025-02-06 09:58:24.148035,31.013580529488067,0.00024545359035007045,-0.0010362730103603557,9.773953445320716e-05,2025-02-06 09:58:24.148035,11.811245899137866,0.00024487885214050754,-0.0013166586218854026,0.0009943032574399255,2025-02-06 10:14:05.622235,11.811245899137866,0.00024501337753394484,-0.0010540268252925977,9.801340563034767e-05,2025-02-06 10:14:05.622235,-28.190280003051804,0.0002442717028554828,-0.0013457593410616253,0.0009918058616482728,2025-02-06 10:43:25.368008,-28.190280003051804,0.00024380604151064752,-0.0010602653226199354,9.852402888187764e-05,2025-02-06 10:43:25.368008,False
187,0xd7ab,0xd7b1,None,None,12.5,14.0,31.013580529488067,0.00024556650370778643,-0.0015287483351228426,9.22615594563364e-05,2025-02-06 09:58:24.150749,31.013580529488067,0.0002455397426065452,-0.0012457125104041178,9.110888623350247e-05,2025-02-06 09:58:24.150749,11.811245899137866,0.0002453770755877777,-0.0015371578416442655,9.223092880667467e-05,2025-02-06 10:14:05.625932,11.811245899137866,0.0002456631729662421,-0.0012253471667943994,9.10512783903904e-05,2025-02-06 10:14:05.625932,-28.190280003051804,0.0002447927982386416,-0.0015465290417977506,9.208974265220715e-05,2025-02-06 10:43:25.372691,-28.190280003051804,0.0002462499402742431,-0.001276185317066303,9.082735605913539e-05,2025-02-06 10:43:25.372691,True
188,0xdb30,0xdb48,None,None,13.5,10.5,24.073395895323117,0.0002453961182869508,-0.0001649514966411969,9.880054200133389e-05,2025-02-07 11:09:06.940125,31.013580529488067,0.0002453143574755528,-0.0007795150401986861,9.648631615739173e-05,2025-02-06 09:58:24.153679,11.739147020675972,0.0002449781180819339,-0.0001866332260596626,9.897505371504301e-05,2025-02-07 11:29:29.243548,11.811245899137866,0.0002446119617168061,-0.0007813586216106616,9.619128468139569e-05,2025-02-06 10:14:05.629555,-28.190280003051804,0.00024319811692589946,-0.0011359381395005808,9.794776336631519e-05,2025-02-06 10:43:25.376771,-28.190280003051804,0.00024303907826350103,-0.0007296303475519128,9.559274923496509e-05,2025-02-06 10:43:25.376771,True
189,0xd783,0xd7a5,None,None,20.0,18.0,31.013580529488067,0.00024584379588837423,-0.001178385766454182,9.435026588476818e-05,2025-02-06 09:58:24.156398,31.013580529488067,0.0002455637629204414,-0.0008351004145642493,9.772681505274972e-05,2025-02-06 09:58:24.156398,11.811245899137866,0.0002445110499480664,-0.0011538892472925388,9.432036551542823e-05,2025-02-06 10:14:05.632939,11.811245899137866,0.0002461792633881084,-0.0008558460265858381,9.781356583040583e-05,2025-02-06 10:14:05.632939,-28.190280003051804,0.00024128971145677836,-0.0010571828662166438,9.433300539360576e-05,2025-02-06 10:43:25.381317,-28.190280003051804,0.0002475518627164654,-0.0008021397579842104,9.815436126066408e-05,2025-02-06 10:43:25.381317,True
190,0xd7ac,0xd7c1,None,None,18.5,8.5,26.783779659723805,0.0002456888175085101,-7.816148596978545e-05,0.00010783883957140225,2025-02-11 11:04:15.518019,26.783779659723805,0.0002465657265160646,-0.0006114618398783134,9.957482935396089e-05,2025-02-11 11:04:15.518019,11.878004119935909,0.0002455649141236162,-7.748475979701963e-05,0.00010797336532055062,2025-02-11 11:21:12.365707,11.878004119935909,0.0002466104960881167,-0.0005376362078850505,9.969800163941764e-05,2025-02-11 11:21:12.365707,-27.973983367666133,0.0002445644415727367,-7.731084296969115e-05,0.00010843758357170443,2025-02-11 11:51:15.076058,-27.973983367666133,0.0002472263990078085,-0.0005366182594112034,0.00010003676075897863,2025-02-11 11:51:15.076058,True
191,0xd8d2,0xd8e9,None,None,16.5,13.0,31.013580529488067,0.00024547422427962366,-0.0013310488202100679,9.37072213294623e-05,2025-02-06 09:58:24.159280,31.013580529488067,0.00024585756756006144,-0.0008680296400865317,9.869669729255042e-05,2025-02-06 09:58:24.159280,11.811245899137866,0.00024559687493029076,-0.0013299418438342259,9.3569381933378e-05,2025-02-06 10:14:05.636685,11.811245899137866,0.00024605320321534514,-0.0008509536678847907,9.869708580626747e-05,2025-02-06 10:14:05.636685,-28.190280003051804,0.00024578122744431337,-0.0013270264809798205,9.319019493419237e-05,2025-02-06 10:43:25.390984,-28.190280003051804,0.0002462023858171218,-0.0009269201526041493,9.85297869970976e-05,2025-02-06 10:43:25.390984,True
192,0xd88d,0xd8a5,None,None,11.5,13.5,31.013580529488067,0.00024557222373037727,-0.0008425861636106591,0.00010289623319390689,2025-02-06 09:58:24.162157,31.013580529488067,0.00024576349198213236,-0.0008910032902130216,0.00010284345646330086,2025-02-06 09:58:24.162157,11.811245899137866,0.0002456239844929113,-0.000932801687646756,0.00010293597413733186,2025-02-06 10:14:05.639918,11.811245899137866,0.00024605111385782194,-0.000936849074494317,0.00010294860471209875,2025-02-06 10:14:05.639918,-28.190280003051804,0.00024528833633976244,-0.0010397954646167995,0.00010301019879402815,2025-02-06 10:43:25.398838,-28.190280003051804,0.00024658859317143396,-0.0010157371623925049,0.0001033817932851798,2025-02-06 10:43:25.398838,True
193,0xd726,0xd74b,None,None,16.0,18.5,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
194,0xd6c6,0xd6ea,None,None,10.0,15.0,31.013580529488067,0.0002461284740238744,-0.00028776933218416234,9.703505823701742e-05,2025-02-06 09:58:24.165071,31.013580529488067,0.00024485011862930084,-0.000561560961498786,9.137976151556983e-05,2025-02-06 09:58:24.165071,11.811245899137866,0.0002459075383396371,-0.00019121091985224714,9.708791694424194e-05,2025-02-06 10:14:05.643271,11.811245899137866,0.00024505569918715955,-0.000592011952205207,9.098334843936885e-05,2025-02-06 10:14:05.643271,-28.190280003051804,0.00024548621610027103,-0.0002876629902391348,9.706067993535877e-05,2025-02-06 10:43:25.403734,-28.190280003051804,0.0002453059145517421,-0.0006327661538260143,9.007128476544499e-05,2025-02-06 10:43:25.403734,True
195,0xd6c5,0xd6e9,None,None,9.0,12.0,27.06683451590753,0.0002453851702839879,-0.0010572429158725027,0.00010007300429136014,2025-02-06 15:12:02.795897,27.06683451590753,0.00024567661540818796,-0.000551415456134241,0.00010124461254519989,2025-02-06 15:12:02.795897,11.747158007171741,0.00024509030833425467,-0.0011101094132652256,0.00010005436086452396,2025-02-06 15:28:01.704430,11.747158007171741,0.0002459881420928625,-0.000531363789550432,0.000101322368133036,2025-02-06 15:28:01.704430,-28.01136797131304,0.0002441228994974074,-0.0011354056595538897,0.00010008306699898623,2025-02-06 15:57:45.054827,-28.01136797131304,0.0002467306447364866,-0.0005272218537186735,0.00010129072477674559,2025-02-06 15:57:45.054827,True
196,0xdb3b,0xdb56,None,None,19.5,13.5,27.06683451590753,0.00024500872509257833,-0.0011589192824626449,9.620730387733937e-05,2025-02-06 15:12:02.799686,27.06683451590753,0.00024606684142120054,-0.0008718660195738415,0.00010129327015890497,2025-02-06 15:12:02.799686,11.747158007171741,0.000244978787158387,-0.0013156101491205718,9.602621276298553e-05,2025-02-06 15:28:01.708363,11.747158007171741,0.0002458967553534928,-0.0008607905756811141,0.0001013841747208631,2025-02-06 15:28:01.708363,-28.01136797131304,0.0002445549722344679,-0.001286552983236211,9.583384165233898e-05,2025-02-06 15:57:45.060398,-28.01136797131304,0.0002454329434163371,-0.0008324592963717681,0.00010159137027253417,2025-02-06 15:57:45.060398,True
197,0xd7bd,0xd7af,None,None,11.0,8.5,27.06683451590753,0.0002448624276013049,-0.0012968000485182873,9.462502471083053e-05,2025-02-06 15:12:02.802738,27.06683451590753,0.000245775248067274,-0.0008029778660879616,9.971258046597774e-05,2025-02-06 15:12:02.802738,11.747158007171741,0.00024426349570468166,-0.0013198206267869828,9.466101323314802e-05,2025-02-06 15:28:01.712078,11.747158007171741,0.00024533560677071463,-0.0008659076690935019,9.965065218455867e-05,2025-02-06 15:28:01.712078,-28.01136797131304,0.00024263242914132155,-0.0013759275274427551,9.484293412257192e-05,2025-02-06 15:57:45.064598,-28.01136797131304,0.0002436624281919498,-0.0008767835627025433,9.959354234454196e-05,2025-02-06 15:57:45.064598,True
198,0xd7c3,0xd7a0,None,None,14.0,26.0,27.06683451590753,0.00024491104452115114,-0.0013572876367261566,9.266480868018843e-05,2025-02-06 15:12:02.805491,27.06683451590753,0.0002455474178180899,-0.001091118428068527,0.00010161670067847958,2025-02-06 15:12:02.805491,11.747158007171741,0.00024478600345378,-0.0013146979024532546,9.260559303825822e-05,2025-02-06 15:28:01.715831,11.747158007171741,0.00024616915096195243,-0.001136411799031789,0.0001018037610454071,2025-02-06 15:28:01.715831,-28.01136797131304,0.00024441154937693255,-0.0012546283437475658,9.234976426544388e-05,2025-02-06 15:57:45.068387,-28.01136797131304,0.00024808239336409515,-0.0008687503001523766,0.00010270883404221533,2025-02-06 15:57:45.068387,True
199,0xd792,0xd788,None,None,12.5,19.0,27.06683451590753,0.0002457294873196433,-0.0008170148589464188,9.956980110767204e-05,2025-02-06 15:12:02.808316,27.06683451590753,0.0002451932835677705,-0.00046004359002727035,0.00010134927725120598,2025-02-06 15:12:02.808316,11.747158007171741,0.00024584406042888043,-0.0008571699830006163,9.957271652408697e-05,2025-02-06 15:28:01.719351,11.747158007171741,0.0002451159965593931,-0.00044171606696757904,0.0001015379107713376,2025-02-06 15:28:01.719351,-28.01136797131304,0.00024593980711474,-0.0008853756984853467,9.957497627244168e-05,2025-02-06 15:57:45.072195,-28.01136797131304,0.00024465093910725605,-0.00045977674251240774,0.00010175850411928028,2025-02-06 15:57:45.072195,True
200,0xd904,0xd91d,None,None,13.5,16.5,27.06683451590753,0.0002456028237906734,-0.000941281535055849,0.00010182406008808718,2025-02-06 15:12:02.811266,27.06683451590753,0.0002454357544846894,-0.0007933378186242845,9.27247525708763e-05,2025-02-06 15:12:02.811266,11.747158007171741,0.0002459113365313409,-0.0010109386992087077,0.00010202386185688073,2025-02-06 15:28:01.722809,11.747158007171741,0.00024556482306392185,-0.0007710796398506248,9.261158162349539e-05,2025-02-06 15:28:01.722809,-28.01136797131304,0.0002467341216404854,-0.0010024829618127673,0.00010272431337805862,2025-02-06 15:57:45.076220,-28.01136797131304,0.00024577639617132644,-0.0008113194404198998,9.224721465905531e-05,2025-02-06 15:57:45.076220,True
201,0xd80a,0xd822,None,None,17.0,22.0,27.06683451590753,0.00024518095837299306,-0.0009253110441114765,0.00010281676744137968,2025-02-06 15:12:02.814190,27.06683451590753,0.0002457748667918909,-0.0008338372730292143,9.688406064734972e-05,2025-02-06 15:12:02.814190,11.747158007171741,0.0002449079102370666,-0.0009332920226666208,0.00010272744201321145,2025-02-06 15:28:01.726028,11.747158007171741,0.00024543616440557344,-0.000955270371482575,9.691789178342064e-05,2025-02-06 15:28:01.726028,-28.01136797131304,0.00024359180767357812,-0.0008782821555390341,0.00010263041661896522,2025-02-06 15:57:45.080173,-28.01136797131304,0.0002443577676525027,-0.0008695929642183464,9.729753312313804e-05,2025-02-06 15:57:45.080173,True
202,0xd838,0xd821,None,None,15.0,17.0,27.06683451590753,0.0002450400023493562,-0.0010820218517203495,0.00010002886927571482,2025-02-06 15:12:02.817093,27.06683451590753,0.000245578189463393,-0.00065530835853983,9.383353867976397e-05,2025-02-06 15:12:02.817093,11.747158007171741,0.0002456975947628474,-0.0011603719348057817,0.00010016550935559956,2025-02-06 15:28:01.729363,11.747158007171741,0.0002455132998804426,-0.0006468213681843915,9.38379098373746e-05,2025-02-06 15:28:01.729363,-28.01136797131304,0.00024751217571457844,-0.000930077787177519,0.00010059008906313833,2025-02-06 15:57:45.084066,-28.01136797131304,0.0002454059716678634,-0.0006941319751089803,9.378979067581323e-05,2025-02-06 15:57:45.084066,True
203,0xd912,0xd92b,None,None,12.0,10.0,24.073395895323117,0.00024484106336568654,-0.0011915670683716462,0.00010199136587914849,2025-02-07 11:09:06.917090,24.073395895323117,0.00024551889330699474,-0.0007354390145359324,9.590140766030027e-05,2025-02-07 11:09:06.917090,11.739147020675972,0.000244756700091034,-0.0011751669151377486,0.00010202123582160683,2025-02-07 11:29:29.219420,11.739147020675972,0.0002449992075339626,-0.0007195811454098755,9.594566296315005e-05,2025-02-07 11:29:29.219420,-28.43060959792477,0.00024436343207382886,-0.0011819923756666295,0.00010218536520408067,2025-02-07 12:07:42.832141,-28.43060959792477,0.00024361223715917398,-0.0006848338027562462,9.598826905004893e-05,2025-02-07 12:07:42.832141,True
204,0xdb31,0xdb49,None,None,13.0,20.0,24.073395895323117,0.000246199838891663,-0.001199324093917098,0.00010192418279832953,2025-02-07 11:09:06.920990,24.073395895323117,0.00024570053182374954,-0.0006524836881393048,9.939005240029678e-05,2025-02-07 11:09:06.920990,11.739147020675972,0.000246314444549356,-0.0012461021892963275,0.00010209431797049839,2025-02-07 11:29:29.223768,11.739147020675972,0.00024609796032880506,-0.000712874614607284,9.949131688457754e-05,2025-02-07 11:29:29.223768,-28.43060959792477,0.00024676454492173654,-0.0012458381350137215,0.00010270314201146737,2025-02-07 12:07:42.836827,-28.43060959792477,0.00024715597191337464,-0.0006097964714738002,0.0001000056577281185,2025-02-07 12:07:42.836827,True
205,0xd924,0xd93e,None,None,16.0,21.0,24.073395895323117,0.00024619864900055267,-0.001257848108845161,9.468110771586749e-05,2025-02-07 11:09:06.924274,24.073395895323117,0.00024490127153644096,-0.001059904667810807,9.974230029342051e-05,2025-02-07 11:09:06.924274,11.739147020675972,0.0002462728188723129,-0.001276212922584119,9.465387465938232e-05,2025-02-07 11:29:29.227349,11.739147020675972,0.0002448867676458291,-0.001045606295146162,9.99233022023661e-05,2025-02-07 11:29:29.227349,-28.43060959792477,0.00024664237156604577,-0.001251460830300255,9.470035564737681e-05,2025-02-07 12:07:42.841149,-28.43060959792477,0.000244734316896248,-0.0009827804915318872,0.00010026494622498679,2025-02-07 12:07:42.841149,True
206,0xd68e,0xd6ad,None,None,25.5,11.0,24.073395895323117,0.00024545940058864446,-0.0016472815683238884,9.484000479343176e-05,2025-02-07 11:09:06.927606,24.073395895323117,0.00024599623013815447,-0.0013972044549452334,9.405227086864427e-05,2025-02-07 11:09:06.927606,11.739147020675972,0.0002454007413122785,-0.0015915772816550988,9.486630522038638e-05,2025-02-07 11:29:29.230587,11.739147020675972,0.0002458363405090391,-0.001386781973861051,9.406638298558733e-05,2025-02-07 11:29:29.230587,-28.43060959792477,0.0002455257262150305,-0.0015979414345627108,9.482882262825643e-05,2025-02-07 12:07:42.845622,-28.43060959792477,0.00024548723983932854,-0.0013955578400695057,9.412173329415488e-05,2025-02-07 12:07:42.845622,True
207,0xd6a5,0xd6a4,None,None,20.5,16.5,24.073395895323117,0.0002460109711302529,-0.0012371861184627964,0.00010065811700567427,2025-02-07 11:09:06.930395,24.073395895323117,0.0002456471990709346,-0.0007848653899303892,9.340221128715579e-05,2025-02-07 11:09:06.930395,11.739147020675972,0.0002460051826886325,-0.0011797925834018952,0.00010083385147833652,2025-02-07 11:29:29.233884,11.739147020675972,0.00024557157960241607,-0.000736331234044596,9.32251752197269e-05,2025-02-07 11:29:29.233884,-28.43060959792477,0.0002460685919321479,-0.0012301778313570377,0.00010101498865215742,2025-02-07 12:07:42.849922,-28.43060959792477,0.0002453858715555582,-0.0007930294484527756,9.259147524946334e-05,2025-02-07 12:07:42.849922,True
208,0xd844,0xd83c,None,None,18.0,5.0,24.073395895323117,0.0002458929198327824,-0.0008244083854203055,9.864253564573384e-05,2025-02-07 11:09:06.933688,24.073395895323117,0.0002524310497097032,-0.0008812353288932262,9.838480840272265e-05,2025-02-07 11:09:06.933688,11.739147020675972,0.0002464074192155462,-0.0008297814306381657,9.867848214876707e-05,2025-02-07 11:29:29.236831,11.739147020675972,0.0002520816188559644,-0.000893530861780345,9.856629372678263e-05,2025-02-07 11:29:29.236831,-28.43060959792477,0.0002476726729898384,-0.0007970441696939501,9.880874582118005e-05,2025-02-07 12:07:42.854178,-28.43060959792477,0.00025081391076743555,-0.0008463063026442619,9.872795618089166e-05,2025-02-07 12:07:42.854178,False
209,0xd8e0,0xd8fb,None,None,17.0,13.0,24.073395895323117,0.00024526594137474746,-0.0011606184891634341,9.858960792499722e-05,2025-02-07 11:09:06.937196,24.073395895323117,0.0002458086599895453,-0.0007749090383584178,9.981574983065288e-05,2025-02-07 11:09:06.937196,11.739147020675972,0.000244763719123848,-0.0009980538840855258,9.886669010325743e-05,2025-02-07 11:29:29.240373,11.739147020675972,0.00024539909826610916,-0.0008325926619403567,9.982023321115036e-05,2025-02-07 11:29:29.240373,-28.43060959792477,0.00024380555401357974,-0.0009153745730634544,9.94388940289947e-05,2025-02-07 12:07:42.858315,-28.43060959792477,0.00023959493084202725,0.011760490105385879,0.00011047444327536517,2025-02-07 12:07:42.858315,False
