CC_num,SCA_A_ID,SCA_B_ID,LpGBT_L0_ID,LpGBT_L1_ID,LpGBT_L0_version,LpGBT_L1_version,L0_EOM_IEO,L1_EOM_IEO,20_SCA_A_recorded_temp,20_SCA_A_slope,20_SCA_A_offset,20_SCA_A_current,20_SCA_A_date,20_SCA_B_recorded_temp,20_SCA_B_slope,20_SCA_B_offset,20_SCA_B_current,20_SCA_B_date,10_SCA_A_recorded_temp,10_SCA_A_slope,10_SCA_A_offset,10_SCA_A_current,10_SCA_A_date,10_SCA_B_recorded_temp,10_SCA_B_slope,10_SCA_B_offset,10_SCA_B_current,10_SCA_B_date,-30_SCA_A_recorded_temp,-30_SCA_A_slope,-30_SCA_A_offset,-30_SCA_A_current,-30_SCA_A_date,-30_SCA_B_recorded_temp,-30_SCA_B_slope,-30_SCA_B_offset,-30_SCA_B_current,-30_SCA_B_date,in_range
175,0xdb1e,0xdb37,0x4c2a8c29,0xac2bbd60,V1,V1,12.5,11,35.0671396963455,0.000244822853914117,-0.00127806987740464,9.32557132475936E-05,2025-02-05 13:21:17.801127,35.0671396963455,0.000245302423714323,-0.000552454099221611,9.75103861958416E-05,2025-02-05 13:21:17.801127,11.8726634622721,0.000244524501325198,-0.00125079141258128,9.31763982733186E-05,2025-02-05 13:40:53.791268,11.8726634622721,0.000245954485724607,-0.000532825421232785,9.75342335015323E-05,2025-02-05 13:40:53.791268,-28.1101701380941,0.000244144235233369,-0.00125945839781449,9.2945478398731E-05,2025-02-05 14:45:45.727577,-28.1101701380941,0.000247074802308417,-0.000522636923486086,9.74014612844662E-05,2025-02-05 14:45:45.727577,True
176,0xd911,0xd92e,0xeca8860e,0xccaf28d2,V1,V1,10,13,21.5632867933166,0.000245414531787886,0.000161437368440875,9.42556069575077E-05,2025-06-10 08:11:24.259517,35.0671396963455,0.000245834861591103,-0.000971591554519147,9.95010221276686E-05,2025-02-05 13:21:17.804304,11.8566414892805,0.000245637587447893,0.000128993466902594,9.41333033215144E-05,2025-06-10 08:42:48.909309,11.8726634622721,0.000245365163678222,-0.000887719721865687,9.98080942482329E-05,2025-02-05 13:40:53.795001,-27.9472800793469,0.000246026949657893,0.000208314817639277,9.40703443652265E-05,2025-06-10 09:41:54.311012,-27.9472800793469,0.000243795602612763,0.00126107464543834,0.000102182341798592,2025-06-10 09:41:54.311012,True
177,0xd921,0xd93b,0x842e6060,0xe42869a5,V1,V1,25,23,35.0671396963455,0.000246133472878233,-0.00177591464520271,9.80232130253473E-05,2025-02-05 13:21:17.807676,35.0671396963455,0.000245977734854027,-0.00133017401599039,9.70600678631523E-05,2025-02-05 13:21:17.807676,11.8726634622721,0.000245783293426405,-0.00164907526281188,9.82192260314305E-05,2025-02-05 13:40:53.798739,11.8726634622721,0.000246233551182259,-0.00139184847673857,9.74112833082235E-05,2025-02-05 13:40:53.798739,-28.1101701380941,0.000244815451024201,-0.00159184245593635,9.81588447103881E-05,2025-02-05 14:45:45.736175,-28.1101701380941,0.000247171636856177,-0.00137743994051154,9.8350881515236E-05,2025-02-05 14:45:45.736175,True
178,0xd8bd,0xd8d7,0xa42f3246,0x8c2952f7,V1,V1,16.5,17,35.0671396963455,0.000244935624480474,-0.00102576930516884,9.81390489010157E-05,2025-02-05 13:21:17.810878,35.0671396963455,0.000245491247501802,-0.000623201540124629,9.09465985951479E-05,2025-02-05 13:21:17.810878,11.8726634622721,0.000245108094542079,-0.00112872209333226,9.82211375571229E-05,2025-02-05 13:40:53.802433,11.8726634622721,0.000245130985137658,-0.000659657385611634,9.06837349535811E-05,2025-02-05 13:40:53.802433,-28.1101701380941,0.000245274646389825,-0.00110158664613025,9.87774364459492E-05,2025-02-05 14:45:45.739901,-28.1101701380941,0.000244188771954323,-0.000630193015419278,9.0192276014497E-05,2025-02-05 14:45:45.739901,False
179,0xdaff,0xdb17,0x6ca96033,0xacaf41e8,V1,V1,14,21,35.0671396963455,0.000246512110632954,-0.00127418943946661,0.000100582757467752,2025-02-05 13:21:17.814069,35.0671396963455,0.000246532209002718,-0.00105621514444976,9.96005117355909E-05,2025-02-05 13:21:17.814069,11.8726634622721,0.000246380422823738,-0.00127667421619737,0.00010081616125666,2025-02-05 13:40:53.805783,11.8726634622721,0.000246261054794133,-0.00114293154932921,9.97809069812348E-05,2025-02-05 13:40:53.805783,-28.1101701380941,0.000246720203834099,-0.00130513033805812,0.000101662829619269,2025-02-05 14:45:45.744172,-28.1101701380941,0.000245544483082325,-0.00111908045049897,0.00010025136124129,2025-02-05 14:45:45.744172,True
180,0xd882,0xd899,0xac2dfc72,0xc2d9674,V1,V1,15,13,35.0671396963455,0.000245411835514822,-0.00085045428698638,9.7786944024837E-05,2025-02-05 13:21:17.817068,35.0671396963455,0.000246439865802038,-0.000847066345739778,9.70413850526935E-05,2025-02-05 13:21:17.817068,11.8726634622721,0.000245999184307361,-0.000890260098179052,9.78106000211359E-05,2025-02-05 13:40:53.814432,11.8726634622721,0.00024619958388206,-0.000947465279091619,9.68872857691346E-05,2025-02-05 13:40:53.814432,-28.1101701380941,0.000247329938920034,-0.000805567791674233,9.82083753974588E-05,2025-02-05 14:45:45.748210,-28.1101701380941,0.000245616222740876,-0.000961145821630927,9.6643399799418E-05,2025-02-05 14:45:45.748210,False
181,0xd763,0xd78f,0x44a92da6,0xcaf2b11,V1,V1,5,6,35.0671396963455,0.000245870267792743,-0.00113849483902484,9.54575672139159E-05,2025-02-05 13:21:17.820068,35.0671396963455,0.000245657365031039,-0.000880808793913834,9.78294936942493E-05,2025-02-05 13:21:17.820068,11.8726634622721,0.000245338958352962,-0.00123273266046231,9.53740227585076E-05,2025-02-05 13:40:53.823016,11.8726634622721,0.000245170017714315,-0.000854477784280883,9.79074567817591E-05,2025-02-05 13:40:53.823016,-28.1101701380941,0.000243808466386248,-0.00127425299034356,9.54080946207796E-05,2025-02-05 14:45:45.752263,-28.1101701380941,0.000244071115760345,-0.000781057571231869,9.78918550631049E-05,2025-02-05 14:45:45.752263,True
182,0xd7df,0xd886,0xec2a7626,0x842e44b4,V1,V1,12,18,35.0671396963455,0.000245214678369255,-0.00109009516821335,9.62363982975826E-05,2025-02-05 13:21:17.823115,35.0671396963455,0.000245494077835485,-0.000626527608240501,9.44742491614821E-05,2025-02-05 13:21:17.823115,11.8726634622721,0.000245483991572386,-0.000993566908739085,9.63428523397254E-05,2025-02-05 13:40:53.826759,11.8726634622721,0.000245357997500307,-0.000689716788237094,9.44416810499179E-05,2025-02-05 13:40:53.826759,-28.1101701380941,0.000246179665157013,-0.000997651123477883,9.63521897541853E-05,2025-02-05 14:45:45.756316,-28.1101701380941,0.000245347437337135,-0.000775430188413973,9.44206434774212E-05,2025-02-05 14:45:45.756316,True
183,0xdae8,0xdb02,0x8c2f49b0,0x24aade36,V1,V1,16,15.5,35.0671396963455,0.000245507691204974,-0.000131600741226867,9.93603251043369E-05,2025-02-05 13:21:17.826234,35.0671396963455,0.000246473691536212,-0.000403161392108942,9.83192700552991E-05,2025-02-05 13:21:17.826234,11.8726634622721,0.00024568853342876,-0.000196093913586159,9.92849942871175E-05,2025-02-05 13:40:53.830195,11.8726634622721,0.000246221579231384,-0.000405805812587645,9.83511585623519E-05,2025-02-05 13:40:53.830195,-28.1101701380941,0.000245945834297556,-0.000242118494802601,9.89690710707712E-05,2025-02-05 14:45:45.760478,-28.1101701380941,0.000245890861509027,-0.000409748097749463,9.83222828191119E-05,2025-02-05 14:45:45.760478,True
184,0xd72a,0xd741,0xc4a8649e,0x84ac4e3c,V1,V1,15,19,31.0135805294881,0.000244971824046932,-0.00124145805966025,9.15001868456981E-05,2025-02-06 09:58:24.141384,31.0135805294881,0.000245744913049505,-0.000665885549053447,0.000103770250528711,2025-02-06 09:58:24.141384,11.8112458991379,0.000245087714721235,-0.00114378101768486,9.15890942034034E-05,2025-02-06 10:14:05.613531,11.8112458991379,0.000245468002462797,-0.000625219450594461,0.00010412563730939,2025-02-06 10:14:05.613531,-28.1902800030518,0.000245397316270048,-0.0011768100525093,9.14975208100948E-05,2025-02-06 10:43:25.358356,-28.1902800030518,0.000244530641199614,-0.000651614919659427,0.000104577777711932,2025-02-06 10:43:25.358356,False
185,0xd66b,0xd679,0xec2cab57,0x6c2e6c74,V1,V1,20,11,25.5233844510567,0.000249493547467777,-8.26564357120363E-05,0.000103101415066191,2025-06-11 12:31:49.948219,25.5233844510567,0.000245319186017403,0.000632542987483664,9.98851779561351E-05,2025-06-11 12:31:49.948219,11.9047074082551,0.000249481359491801,-6.68117229944421E-05,0.000103149577512684,2025-06-11 13:01:36.807412,11.9047074082551,0.000244512572657559,0.000626384543179981,9.99070083574785E-05,2025-06-11 13:01:36.807412,-27.97932402533,0.000248993217549837,-0.000110845095908141,0.000103218654501081,2025-06-11 13:39:25.266715,-27.97932402533,0.000242084865604496,0.00068709756713109,9.99174477765971E-05,2025-06-11 13:39:25.266715,False
186,0xd8b2,0xd8cb,0x8cabcd29,0xa42c61b3,V1,V1,15,18,25.5233844510567,0.000244981934200536,0.000179594832859786,9.85204237835367E-05,2025-06-11 12:31:49.988653,25.5233844510567,0.000245219432700112,0.00176979548999456,0.00010015611390711,2025-06-11 12:31:49.988653,11.9047074082551,0.000244920301563596,7.71192176791113E-05,9.84497365950437E-05,2025-06-11 13:01:36.848895,11.9047074082551,0.000244749324773549,0.00174103986921897,0.00010027747312401,2025-06-11 13:01:36.848895,-27.97932402533,0.000244317691193141,-0.000134421805004725,9.82306018640146E-05,2025-06-11 13:39:25.313046,-27.97932402533,0.000243364447250673,0.00163524161978434,0.000100489613207166,2025-06-11 13:39:25.313046,True
187,0xd7ab,0xd7b1,0x64ae2576,0xe4aa4463,V1,V1,12.5,14,31.0135805294881,0.000245566503707786,-0.00152874833512284,9.22615594563364E-05,2025-02-06 09:58:24.150749,31.0135805294881,0.000245539742606545,-0.00124571251040412,9.11088862335025E-05,2025-02-06 09:58:24.150749,11.8112458991379,0.000245377075587778,-0.00153715784164427,9.22309288066747E-05,2025-02-06 10:14:05.625932,11.8112458991379,0.000245663172966242,-0.0012253471667944,9.10512783903904E-05,2025-02-06 10:14:05.625932,-28.1902800030518,0.000244792798238642,-0.00154652904179775,9.20897426522072E-05,2025-02-06 10:43:25.372691,-28.1902800030518,0.000246249940274243,-0.0012761853170663,9.08273560591354E-05,2025-02-06 10:43:25.372691,False
188,0xdb30,0xdb48,0x1aad5e70,0x12a94ec6,V2,V2,13.5,10.5,24.0733958953231,0.000245396118286951,-0.000164951496641197,9.88005420013339E-05,2025-02-07 11:09:06.940125,23.8063630121309,0.00024535995747896,-0.000646051462729447,9.65127330994502E-05,2025-05-15 08:41:55.929366,11.739147020676,0.000244978118081934,-0.000186633226059663,9.8975053715043E-05,2025-02-07 11:29:29.243548,11.39734493019,0.000244134289328987,-0.000642996583190614,9.59400400205744E-05,2025-05-15 11:43:49.536781,-28.1902800030518,0.000243198116925899,-0.00113593813950058,9.79477633663152E-05,2025-02-06 10:43:25.376771,-28.1902800030518,0.000243039078263501,-0.000729630347551913,9.55927492349651E-05,2025-02-06 10:43:25.376771,True
189,0xd783,0xd7a5,0xe4ac8856,0xe42b090a,V1,V1,20,18,31.0135805294881,0.000245843795888374,-0.00117838576645418,9.43502658847682E-05,2025-02-06 09:58:24.156398,32.7038986800946,0.000245689674123667,-0.000515008060267552,9.86013806835295E-05,2025-05-30 15:21:16.862410,11.8112458991379,0.000244511049948066,-0.00115388924729254,9.43203655154282E-05,2025-02-06 10:14:05.632939,11.8299382009613,0.000246244581899787,-0.000636477503274169,9.85718300732722E-05,2025-06-02 09:59:42.655380,-28.1902800030518,0.000241289711456778,-0.00105718286621664,9.43330053936058E-05,2025-02-06 10:43:25.381317,-28.0514229037919,0.000247527491850959,-0.000412016515070834,9.90941016929768E-05,2025-06-02 10:42:45.317406,False
190,0xd7ac,0xd7c1,0x64a87fe9,0xcca9dd21,V1,V1,18.5,8.5,25.2376592660411,0.000245458060698975,-0.00119377787090341,0.000106033392808398,2025-05-23 10:47:11.330425,25.2376592660411,0.00024575167098365,-0.000940148480252812,9.91871640251211E-05,2025-05-23 10:47:11.330425,11.8966964217594,0.000245250653481345,-0.00124107163309534,0.000106208479937679,2025-05-23 11:08:04.714168,11.8780041199359,0.000246610496088117,-0.000537636207885051,9.96980016394176E-05,2025-02-11 11:21:12.365707,-27.9819943541619,0.00024431215961709,-0.0012599958142171,0.000106551639696393,2025-05-23 11:44:18.874876,-27.9819943541619,0.000246615436179336,-0.000987901818852555,9.96961561410587E-05,2025-05-23 11:44:18.874876,True
191,0xd8d2,0xd8e9,0xcafe71e,0x8428d271,V1,V1,16.5,13,31.0135805294881,0.000245474224279624,-0.00133104882021007,9.37072213294623E-05,2025-02-06 09:58:24.159280,31.0135805294881,0.000245857567560061,-0.000868029640086532,9.86966972925504E-05,2025-02-06 09:58:24.159280,11.8112458991379,0.000245596874930291,-0.00132994184383423,9.3569381933378E-05,2025-02-06 10:14:05.636685,11.8112458991379,0.000246053203215345,-0.000850953667884791,9.86970858062675E-05,2025-02-06 10:14:05.636685,-28.1902800030518,0.000245781227444313,-0.00132702648097982,9.31901949341924E-05,2025-02-06 10:43:25.390984,-28.1902800030518,0.000246202385817122,-0.000926920152604149,9.85297869970976E-05,2025-02-06 10:43:25.390984,True
192,0xd88d,0xd8a5,0x4c2913e0,0x4a873e3,V1,V1,11.5,13.5,31.0135805294881,0.000245572223730377,-0.000842586163610659,0.000102896233193907,2025-02-06 09:58:24.162157,31.0135805294881,0.000245763491982132,-0.000891003290213022,0.000102843456463301,2025-02-06 09:58:24.162157,11.8112458991379,0.000245623984492911,-0.000932801687646756,0.000102935974137332,2025-02-06 10:14:05.639918,11.8112458991379,0.000246051113857822,-0.000936849074494317,0.000102948604712099,2025-02-06 10:14:05.639918,-28.1902800030518,0.000245288336339762,-0.0010397954646168,0.000103010198794028,2025-02-06 10:43:25.398838,-28.1902800030518,0.000246588593171434,-0.0010157371623925,0.00010338179328518,2025-02-06 10:43:25.398838,True
193,0xd726,0xd74b,0x4c2f758f,0xccafa03c,None,None,16,18.5,21.6994735637446,0.000245384729694649,-0.00115497554045924,9.31886455615966E-05,2026-02-04 13:18:07.965259,21.6994735637446,0.00024487222720712,0.000549474910825243,9.89004067851699E-05,2026-02-04 13:18:07.965259,11.6937514305333,0.000244763274505609,-0.0012125422856385,9.30865859974602E-05,2026-02-04 13:25:30.607529,11.6937514305333,0.000245165251705453,0.000420916874374566,9.87564753728399E-05,2026-02-04 13:25:30.607529,-28.2089723048753,0.000243157691394111,-0.00127517602721355,9.3072996270741E-05,2026-02-04 13:45:29.315363,-29.8378728923476,0.000246243365443989,0.00019240838081841,9.82273839520528E-05,2026-02-04 14:18:21.597410,None
194,0xd6c6,0xd6ea,0xa4ab6d38,0xe42bb24e,V1,V1,10,15,31.0135805294881,0.000246128474023874,-0.000287769332184162,9.70350582370174E-05,2025-02-06 09:58:24.165071,31.0135805294881,0.000244850118629301,-0.000561560961498786,9.13797615155698E-05,2025-02-06 09:58:24.165071,11.8112458991379,0.000245907538339637,-0.000191210919852247,9.70879169442419E-05,2025-02-06 10:14:05.643271,11.8112458991379,0.00024505569918716,-0.000592011952205207,9.09833484393689E-05,2025-02-06 10:14:05.643271,-28.1902800030518,0.000245486216100271,-0.000287662990239135,9.70606799353588E-05,2025-02-06 10:43:25.403734,-28.1902800030518,0.000245305914551742,-0.000632766153826014,9.0071284765445E-05,2025-02-06 10:43:25.403734,False
195,0xd6c5,0xd6e9,0x8cabb634,0x842d8d4d,V1,V1,9,12,27.0668345159075,0.000245385170283988,-0.0010572429158725,0.00010007300429136,2025-02-06 15:12:02.795897,27.0668345159075,0.000245676615408188,-0.000551415456134241,0.0001012446125452,2025-02-06 15:12:02.795897,11.7471580071717,0.000245090308334255,-0.00111010941326523,0.000100054360864524,2025-02-06 15:28:01.704430,11.7471580071717,0.000245988142092863,-0.000531363789550432,0.000101322368133036,2025-02-06 15:28:01.704430,-28.011367971313,0.000244122899497407,-0.00113540565955389,0.000100083066998986,2025-02-06 15:57:45.054827,-28.011367971313,0.000246730644736487,-0.000527221853718674,0.000101290724776746,2025-02-06 15:57:45.054827,True
196,0xdb3b,0xdb56,0x242d30fa,0xcaa2b1b,V1,V1,19.5,13.5,27.0668345159075,0.000245008725092578,-0.00115891928246264,9.62073038773394E-05,2025-02-06 15:12:02.799686,27.0668345159075,0.000246066841421201,-0.000871866019573842,0.000101293270158905,2025-02-06 15:12:02.799686,11.7471580071717,0.000244978787158387,-0.00131561014912057,9.60262127629855E-05,2025-02-06 15:28:01.708363,11.7471580071717,0.000245896755353493,-0.000860790575681114,0.000101384174720863,2025-02-06 15:28:01.708363,-28.011367971313,0.000244554972234468,-0.00128655298323621,9.5833841652339E-05,2025-02-06 15:57:45.060398,-28.011367971313,0.000245432943416337,-0.000832459296371768,0.000101591370272534,2025-02-06 15:57:45.060398,True
197,0xd7bd,0xd7af,0xc2d607d,0x8c29629d,V1,V1,11,8.5,27.0668345159075,0.000244862427601305,-0.00129680004851829,9.46250247108305E-05,2025-02-06 15:12:02.802738,27.0668345159075,0.000245775248067274,-0.000802977866087962,9.97125804659777E-05,2025-02-06 15:12:02.802738,11.7471580071717,0.000244263495704682,-0.00131982062678698,9.4661013233148E-05,2025-02-06 15:28:01.712078,11.7471580071717,0.000245335606770715,-0.000865907669093502,9.96506521845587E-05,2025-02-06 15:28:01.712078,-28.011367971313,0.000242632429141322,-0.00137592752744276,9.48429341225719E-05,2025-02-06 15:57:45.064598,-28.011367971313,0.00024366242819195,-0.000876783562702543,9.9593542344542E-05,2025-02-06 15:57:45.064598,True
198,0xd7c3,0xd7a0,0x1aaee96e,0xbaaeb358,V2,V2,14,26,25.5260547798886,0.000244873659034106,-0.00080460319467196,9.32437442123963E-05,2025-06-18 14:23:46.651147,27.0668345159075,0.00024554741781809,-0.00109111842806853,0.00010161670067848,2025-02-06 15:12:02.805491,11.8860151064317,0.000244775752704194,-0.000764971764355082,9.31698521145966E-05,2025-06-18 14:54:52.860655,11.7471580071717,0.000246169150961952,-0.00113641179903179,0.000101803761045407,2025-02-06 15:28:01.715831,-27.9125658045319,0.000244453436492087,-0.000661788206843483,9.29120755877825E-05,2025-06-18 15:34:41.015006,-28.011367971313,0.000248082393364095,-0.000868750300152377,0.000102708834042215,2025-02-06 15:57:45.068387,False
199,0xd792,0xd788,0x2cae62ef,0x4c2a9767,V1,V1,12.5,19,27.0668345159075,0.000245729487319643,-0.000817014858946419,9.9569801107672E-05,2025-02-06 15:12:02.808316,27.0668345159075,0.000245193283567771,-0.00046004359002727,0.000101349277251206,2025-02-06 15:12:02.808316,11.7471580071717,0.00024584406042888,-0.000857169983000616,9.9572716524087E-05,2025-02-06 15:28:01.719351,11.7471580071717,0.000245115996559393,-0.000441716066967579,0.000101537910771338,2025-02-06 15:28:01.719351,-28.011367971313,0.00024593980711474,-0.000885375698485347,9.95749762724417E-05,2025-02-06 15:57:45.072195,-28.011367971313,0.000244650939107256,-0.000459776742512408,0.00010175850411928,2025-02-06 15:57:45.072195,True
200,0xd904,0xd91d,0x8c2ffe5d,0x42f6b40,V1,V1,13.5,16.5,27.0668345159075,0.000245602823790673,-0.000941281535055849,0.000101824060088087,2025-02-06 15:12:02.811266,27.0668345159075,0.000245435754484689,-0.000793337818624285,9.27247525708763E-05,2025-02-06 15:12:02.811266,11.7471580071717,0.000245911336531341,-0.00101093869920871,0.000102023861856881,2025-02-06 15:28:01.722809,11.7471580071717,0.000245564823063922,-0.000771079639850625,9.26115816234954E-05,2025-02-06 15:28:01.722809,-28.011367971313,0.000246734121640485,-0.00100248296181277,0.000102724313378059,2025-02-06 15:57:45.076220,-28.011367971313,0.000245776396171326,-0.0008113194404199,9.22472146590553E-05,2025-02-06 15:57:45.076220,True
201,0xd80a,0xd822,0xcc2d2e9a,0x42f896e,V1,V1,17,22,27.0668345159075,0.000245180958372993,-0.000925311044111477,0.00010281676744138,2025-02-06 15:12:02.814190,27.0668345159075,0.000245774866791891,-0.000833837273029214,9.68840606473497E-05,2025-02-06 15:12:02.814190,11.7471580071717,0.000244907910237067,-0.000933292022666621,0.000102727442013211,2025-02-06 15:28:01.726028,11.7471580071717,0.000245436164405573,-0.000955270371482575,9.69178917834206E-05,2025-02-06 15:28:01.726028,-28.011367971313,0.000243591807673578,-0.000878282155539034,0.000102630416618965,2025-02-06 15:57:45.080173,-28.011367971313,0.000244357767652503,-0.000869592964218346,9.7297533123138E-05,2025-02-06 15:57:45.080173,True
202,0xd838,0xd821,0x8caef843,0x4adbfbc,V1,V1,15,17,27.0668345159075,0.000245040002349356,-0.00108202185172035,0.000100028869275715,2025-02-06 15:12:02.817093,27.0668345159075,0.000245578189463393,-0.00065530835853983,9.3833538679764E-05,2025-02-06 15:12:02.817093,11.7471580071717,0.000245697594762847,-0.00116037193480578,0.0001001655093556,2025-02-06 15:28:01.729363,11.7471580071717,0.000245513299880443,-0.000646821368184392,9.38379098373746E-05,2025-02-06 15:28:01.729363,-28.011367971313,0.000247512175714578,-0.000930077787177519,0.000100590089063138,2025-02-06 15:57:45.084066,-28.011367971313,0.000245405971667863,-0.00069413197510898,9.37897906758132E-05,2025-02-06 15:57:45.084066,False
